SCHOOL_YEAR,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,Revenues/Expenditures,Description,REV_EXP_VALUE,Dollars per FTE
2015-16,621,Candler County,ALL,All Column Values,K-12 Revenues,State QBE,11613493,5698.48
2015-16,621,Candler County,302,Metter Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,621,Candler County,302,Metter Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,621,Candler County,302,Metter Elementary School,K-12 Expenditures,Instruction,2994045.4,6411.23
2015-16,621,Candler County,302,Metter Elementary School,K-12 Expenditures,Instructional Support,11781.49,25.23
2015-16,621,Candler County,302,Metter Elementary School,K-12 Expenditures,Maintenance and Operations,18971.2,40.62
2015-16,621,Candler County,302,Metter Elementary School,K-12 Expenditures,Media,53984.71,115.6
2015-16,621,Candler County,302,Metter Elementary School,K-12 Expenditures,Pupil Services,63136.07,135.2
2015-16,621,Candler County,302,Metter Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,621,Candler County,302,Metter Elementary School,K-12 Expenditures,School Administration,295749.37,633.3
2015-16,621,Candler County,302,Metter Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,621,Candler County,302,Metter Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,621,Candler County,101,Metter High School,K-12 Expenditures,Debt Services,0,0
2015-16,621,Candler County,101,Metter High School,K-12 Expenditures,General Administration,0,0
2015-16,621,Candler County,101,Metter High School,K-12 Expenditures,Instruction,2918628.46,5296.97
2015-16,621,Candler County,101,Metter High School,K-12 Expenditures,Instructional Support,40396.04,73.31
2015-16,621,Candler County,101,Metter High School,K-12 Expenditures,Maintenance and Operations,14152.78,25.69
2015-16,621,Candler County,101,Metter High School,K-12 Expenditures,Media,99381.23,180.37
2015-16,621,Candler County,101,Metter High School,K-12 Expenditures,Pupil Services,195837.02,355.42
2015-16,621,Candler County,101,Metter High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,621,Candler County,101,Metter High School,K-12 Expenditures,School Administration,342267.32,621.17
2015-16,621,Candler County,101,Metter High School,K-12 Expenditures,School food Services,0,0
2015-16,621,Candler County,101,Metter High School,K-12 Expenditures,Transportation,4085.72,7.42
2015-16,621,Candler County,202,Metter Intermediate School,K-12 Expenditures,Debt Services,0,0
2015-16,621,Candler County,202,Metter Intermediate School,K-12 Expenditures,General Administration,0,0
2015-16,621,Candler County,202,Metter Intermediate School,K-12 Expenditures,Instruction,2117609.26,4278
2015-16,621,Candler County,202,Metter Intermediate School,K-12 Expenditures,Instructional Support,13626.15,27.53
2015-16,621,Candler County,202,Metter Intermediate School,K-12 Expenditures,Maintenance and Operations,18386.9,37.15
2015-16,621,Candler County,202,Metter Intermediate School,K-12 Expenditures,Media,46687.59,94.32
2015-16,621,Candler County,202,Metter Intermediate School,K-12 Expenditures,Pupil Services,52186.84,105.43
2015-16,621,Candler County,202,Metter Intermediate School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,621,Candler County,202,Metter Intermediate School,K-12 Expenditures,School Administration,212769.16,429.84
2015-16,621,Candler County,202,Metter Intermediate School,K-12 Expenditures,School food Services,0,0
2015-16,621,Candler County,202,Metter Intermediate School,K-12 Expenditures,Transportation,0,0
2015-16,621,Candler County,102,Metter Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,621,Candler County,102,Metter Middle School,K-12 Expenditures,General Administration,0,0
2015-16,621,Candler County,102,Metter Middle School,K-12 Expenditures,Instruction,2233913.47,4441.18
2015-16,621,Candler County,102,Metter Middle School,K-12 Expenditures,Instructional Support,13712.3,27.26
2015-16,621,Candler County,102,Metter Middle School,K-12 Expenditures,Maintenance and Operations,19932.57,39.63
2015-16,621,Candler County,102,Metter Middle School,K-12 Expenditures,Media,45438.62,90.34
2015-16,621,Candler County,102,Metter Middle School,K-12 Expenditures,Pupil Services,52503.34,104.38
2015-16,621,Candler County,102,Metter Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,621,Candler County,102,Metter Middle School,K-12 Expenditures,School Administration,281235.32,559.12
2015-16,621,Candler County,102,Metter Middle School,K-12 Expenditures,School food Services,0,0
2015-16,621,Candler County,102,Metter Middle School,K-12 Expenditures,Transportation,0,0
2015-16,622,Carroll County,ALL,All Column Values,K-12 Expenditures,Debt Services,313719.06,21.76
2015-16,622,Carroll County,ALL,All Column Values,K-12 Expenditures,General Administration,1578571.11,109.52
2015-16,622,Carroll County,ALL,All Column Values,K-12 Expenditures,Instruction,75761329.95,5256.09
2015-16,622,Carroll County,ALL,All Column Values,K-12 Expenditures,Instructional Support,2287979.93,158.73
2015-16,622,Carroll County,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,9207157.1,638.76
2015-16,622,Carroll County,ALL,All Column Values,K-12 Expenditures,Media,2005573.87,139.14
2015-16,622,Carroll County,ALL,All Column Values,K-12 Expenditures,Pupil Services,3514972.61,243.86
2015-16,622,Carroll County,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,271604.59,18.84
2015-16,622,Carroll County,ALL,All Column Values,K-12 Expenditures,School Administration,9422386.2,653.7
2015-16,622,Carroll County,ALL,All Column Values,K-12 Expenditures,School food Services,101985.67,7.08
2015-16,622,Carroll County,ALL,All Column Values,K-12 Expenditures,Transportation,8003990.6,555.29
2015-16,622,Carroll County,ALL,All Column Values,K-12 Revenues,Federal,53024.34,3.68
2015-16,622,Carroll County,ALL,All Column Values,K-12 Revenues,Local,36148608.45,2507.88
2015-16,622,Carroll County,ALL,All Column Values,K-12 Revenues,Other,0,0
2015-16,622,Carroll County,ALL,All Column Values,K-12 Revenues,State Lottery,0,0
2015-16,622,Carroll County,ALL,All Column Values,K-12 Revenues,State Other,2315815.99,160.66
2015-16,622,Carroll County,ALL,All Column Values,K-12 Revenues,State QBE,77055108,5345.85
2015-16,622,Carroll County,198,Bay Springs Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,622,Carroll County,198,Bay Springs Middle School,K-12 Expenditures,General Administration,0,0
2015-16,622,Carroll County,198,Bay Springs Middle School,K-12 Expenditures,Instruction,3824370.88,4979.65
2015-16,622,Carroll County,198,Bay Springs Middle School,K-12 Expenditures,Instructional Support,0,0
2015-16,622,Carroll County,198,Bay Springs Middle School,K-12 Expenditures,Maintenance and Operations,97647.75,127.15
2015-16,622,Carroll County,198,Bay Springs Middle School,K-12 Expenditures,Media,79706.2,103.78
2015-16,622,Carroll County,198,Bay Springs Middle School,K-12 Expenditures,Pupil Services,34335.94,44.71
2015-16,622,Carroll County,198,Bay Springs Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,622,Carroll County,198,Bay Springs Middle School,K-12 Expenditures,School Administration,473156.11,616.09
2015-16,622,Carroll County,198,Bay Springs Middle School,K-12 Expenditures,School food Services,0,0
2015-16,622,Carroll County,198,Bay Springs Middle School,K-12 Expenditures,Transportation,0,0
2015-16,622,Carroll County,2050,Bowdon Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,622,Carroll County,2050,Bowdon Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,622,Carroll County,2050,Bowdon Elementary School,K-12 Expenditures,Instruction,3192018.62,5328.91
2015-16,622,Carroll County,2050,Bowdon Elementary School,K-12 Expenditures,Instructional Support,0,0
2015-16,622,Carroll County,2050,Bowdon Elementary School,K-12 Expenditures,Maintenance and Operations,86916.21,145.1
2015-16,622,Carroll County,2050,Bowdon Elementary School,K-12 Expenditures,Media,89302.46,149.09
2015-16,622,Carroll County,2050,Bowdon Elementary School,K-12 Expenditures,Pupil Services,5796.71,9.68
2015-16,622,Carroll County,2050,Bowdon Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,622,Carroll County,2050,Bowdon Elementary School,K-12 Expenditures,School Administration,368850.8,615.78
2015-16,622,Carroll County,2050,Bowdon Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,622,Carroll County,2050,Bowdon Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,622,Carroll County,3050,Bowdon High School,K-12 Expenditures,Debt Services,0,0
2015-16,622,Carroll County,3050,Bowdon High School,K-12 Expenditures,General Administration,0,0
2015-16,622,Carroll County,3050,Bowdon High School,K-12 Expenditures,Instruction,2082042.3,5140.85
2015-16,622,Carroll County,3050,Bowdon High School,K-12 Expenditures,Instructional Support,0,0
2015-16,622,Carroll County,3050,Bowdon High School,K-12 Expenditures,Maintenance and Operations,166299.43,410.62
2015-16,622,Carroll County,3050,Bowdon High School,K-12 Expenditures,Media,86349.85,213.21
2015-16,622,Carroll County,3050,Bowdon High School,K-12 Expenditures,Pupil Services,191030.21,471.68
2015-16,622,Carroll County,3050,Bowdon High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,622,Carroll County,3050,Bowdon High School,K-12 Expenditures,School Administration,354393.91,875.05
2015-16,622,Carroll County,3050,Bowdon High School,K-12 Expenditures,School food Services,0,0
2015-16,622,Carroll County,3050,Bowdon High School,K-12 Expenditures,Transportation,0,0
2015-16,622,Carroll County,101,Bowdon Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,622,Carroll County,101,Bowdon Middle School,K-12 Expenditures,General Administration,0,0
2015-16,622,Carroll County,101,Bowdon Middle School,K-12 Expenditures,Instruction,1569664.98,4616.66
2015-16,622,Carroll County,101,Bowdon Middle School,K-12 Expenditures,Instructional Support,0,0
2015-16,622,Carroll County,101,Bowdon Middle School,K-12 Expenditures,Maintenance and Operations,93346.94,274.55
2015-16,622,Carroll County,101,Bowdon Middle School,K-12 Expenditures,Media,96804.23,284.72
2015-16,622,Carroll County,101,Bowdon Middle School,K-12 Expenditures,Pupil Services,30406.19,89.43
2015-16,622,Carroll County,101,Bowdon Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,622,Carroll County,101,Bowdon Middle School,K-12 Expenditures,School Administration,301286.93,886.14
2015-16,622,Carroll County,101,Bowdon Middle School,K-12 Expenditures,School food Services,0,0
2015-16,622,Carroll County,101,Bowdon Middle School,K-12 Expenditures,Transportation,0,0
2015-16,622,Carroll County,5050,Central Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,622,Carroll County,5050,Central Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,622,Carroll County,5050,Central Elementary School,K-12 Expenditures,Instruction,5101550.8,5581.57
2015-16,622,Carroll County,5050,Central Elementary School,K-12 Expenditures,Instructional Support,0,0
2015-16,622,Carroll County,5050,Central Elementary School,K-12 Expenditures,Maintenance and Operations,112867.08,123.49
2015-16,622,Carroll County,5050,Central Elementary School,K-12 Expenditures,Media,101163.15,110.68
2015-16,622,Carroll County,5050,Central Elementary School,K-12 Expenditures,Pupil Services,8365.68,9.15
2015-16,622,Carroll County,5050,Central Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,622,Carroll County,5050,Central Elementary School,K-12 Expenditures,School Administration,461378.02,504.79
2015-16,622,Carroll County,5050,Central Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,622,Carroll County,5050,Central Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,622,Carroll County,2052,Central High School,K-12 Expenditures,Debt Services,0,0
2015-16,622,Carroll County,2052,Central High School,K-12 Expenditures,General Administration,0,0
2015-16,622,Carroll County,2052,Central High School,K-12 Expenditures,Instruction,5130816.3,4469.35
2015-16,622,Carroll County,2052,Central High School,K-12 Expenditures,Instructional Support,0,0
2015-16,622,Carroll County,2052,Central High School,K-12 Expenditures,Maintenance and Operations,319277.18,278.12
2015-16,622,Carroll County,2052,Central High School,K-12 Expenditures,Media,114171.59,99.45
2015-16,622,Carroll County,2052,Central High School,K-12 Expenditures,Pupil Services,224289.33,195.37
2015-16,622,Carroll County,2052,Central High School,K-12 Expenditures,Renovation and Capital Projects,149850.03,130.53
2015-16,622,Carroll County,2052,Central High School,K-12 Expenditures,School Administration,598296.44,521.16
2015-16,622,Carroll County,2052,Central High School,K-12 Expenditures,School food Services,0,0
2015-16,622,Carroll County,2052,Central High School,K-12 Expenditures,Transportation,0,0
2015-16,622,Carroll County,177,Central Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,622,Carroll County,177,Central Middle School,K-12 Expenditures,General Administration,0,0
2015-16,622,Carroll County,177,Central Middle School,K-12 Expenditures,Instruction,4656247.96,5664.54
2015-16,622,Carroll County,177,Central Middle School,K-12 Expenditures,Instructional Support,0,0
2015-16,622,Carroll County,177,Central Middle School,K-12 Expenditures,Maintenance and Operations,96634.97,117.56
2015-16,622,Carroll County,177,Central Middle School,K-12 Expenditures,Media,94697.74,115.2
2015-16,622,Carroll County,177,Central Middle School,K-12 Expenditures,Pupil Services,33468.08,40.72
2015-16,622,Carroll County,177,Central Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,622,Carroll County,177,Central Middle School,K-12 Expenditures,School Administration,493620.79,600.51
2015-16,622,Carroll County,177,Central Middle School,K-12 Expenditures,School food Services,0,0
2015-16,622,Carroll County,177,Central Middle School,K-12 Expenditures,Transportation,0,0
2015-16,622,Carroll County,605,Glanton-Hindsman Elementary,K-12 Expenditures,Debt Services,0,0
2015-16,622,Carroll County,605,Glanton-Hindsman Elementary,K-12 Expenditures,General Administration,0,0
2015-16,622,Carroll County,605,Glanton-Hindsman Elementary,K-12 Expenditures,Instruction,2868579.41,4372.83
2015-16,622,Carroll County,605,Glanton-Hindsman Elementary,K-12 Expenditures,Instructional Support,0,0
2015-16,622,Carroll County,605,Glanton-Hindsman Elementary,K-12 Expenditures,Maintenance and Operations,118816.88,181.12
2015-16,622,Carroll County,605,Glanton-Hindsman Elementary,K-12 Expenditures,Media,86932.37,132.52
2015-16,622,Carroll County,605,Glanton-Hindsman Elementary,K-12 Expenditures,Pupil Services,4957.33,7.56
2015-16,622,Carroll County,605,Glanton-Hindsman Elementary,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,622,Carroll County,605,Glanton-Hindsman Elementary,K-12 Expenditures,School Administration,393214.74,599.41
2015-16,622,Carroll County,605,Glanton-Hindsman Elementary,K-12 Expenditures,School food Services,0,0
2015-16,622,Carroll County,605,Glanton-Hindsman Elementary,K-12 Expenditures,Transportation,0,0
2015-16,622,Carroll County,405,Ithica Elementary,K-12 Expenditures,Debt Services,0,0
2015-16,622,Carroll County,405,Ithica Elementary,K-12 Expenditures,General Administration,0,0
2015-16,622,Carroll County,405,Ithica Elementary,K-12 Expenditures,Instruction,3378104.2,4860.58
2015-16,622,Carroll County,405,Ithica Elementary,K-12 Expenditures,Instructional Support,0,0
