Agency ID - NCES Assigned [Public School] Latest available year,School Name,State Name [Public School] Latest available year,Urban-centric Locale [Public School] 2017-18,"Total Students, All Grades (Excludes AE) [Public School] 2017-18",Free Lunch Eligible [Public School] 2017-18,Direct Certification [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2017-18,Grades 1-8 Students [Public School] 2017-18,Grades 9-12 Students [Public School] 2017-18,School ID - NCES Assigned [Public School] Latest available year,Title I School Status [Public School] 2017-18,National School Lunch Program [Public School] 2017-18,Highest Grade Offered [Public School] 2018-19,Lowest Grade Offered [Public School] 2018-19,School Name [Public School] 2018-19,County Name [Public School] 2018-19,County Number [Public School] 2018-19,Location ZIP [Public School] 2018-19,Location City [Public School] 2018-19,Two or More Races Students [Public School] 2018-19,Total Race/Ethnicity [Public School] 2018-19,Hawaiian Nat./Pacific Isl. Students [Public School] 2018-19,White Students [Public School] 2018-19,Black Students [Public School] 2018-19,Hispanic Students [Public School] 2018-19,Asian or Asian/Pacific Islander Students [Public School] 2018-19,American Indian/Alaska Native Students [Public School] 2018-19
1301740,DEKALB EARLY COLLEGE ACADEMY,Georgia,21-Suburb: Large,333,168,69,28,196,NA,333,130174000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Dekalb Early College Academy,DeKalb County,13089,30083,Stone Mountain,5,302,0,8,263,14,12,0
1301740,DEKALB ELEMENTARY SCHOOL OF THE ARTS,Georgia,21-Suburb: Large,563,269,133,53,322,520,NA,130174000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,7th Grade,Kindergarten,DeKalb Elementary School of the Arts,DeKalb County,13089,30002,Avondale Estates,9,510,0,18,472,9,2,0
1301740,DEKALB PATH ACADEMY CHARTER SCHOOL,Georgia,21-Suburb: Large,368,337,153,18,355,368,NA,130174000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,5th Grade,DeKalb PATH Academy Charter School,DeKalb County,13089,30319,Brookhaven,0,368,0,1,59,283,22,3
1301740,DEKALB PREPARATORY ACADEMY CHARTER,Georgia,21-Suburb: Large,517,370,235,41,411,457,NA,130174000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,Kindergarten,DeKalb Preparatory Academy Charter,DeKalb County,13089,30032,Decatur,5,519,0,2,495,12,5,0
1300026,DEKALB REGIONAL YOUTH DETENTION CENTER,Georgia,21-Suburb: Large,23,.,3,.,3,4,19,130003000000,5-Title I schoolwide school,No,11th Grade,7th Grade,DeKalb Regional Youth Detention Center,DeKalb County,13089,30034,Decatur,0,17,0,0,15,2,0,0
1301740,DEKALB ROCKDALE GNETS PROGRAM,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,130174000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301740,DEKALB SCHOOL OF THE ARTS,Georgia,21-Suburb: Large,421,83,30,22,105,84,337,130174000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,8th Grade,DeKalb School of the Arts,DeKalb County,13089,30002,Avondale Estates,16,431,0,129,269,8,9,0
1300540,DELTA INNOVATIVE SCHOOL,GEORGIA,41-Rural: Fringe,105,104,57,0,104,40,65,130054000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,6th Grade,Delta Innovative School,Brooks County,13027,31643,Quitman,4,103,0,26,68,5,0,0
1302580,DEMOREST ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,489,254,125,41,295,386,NA,130258000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Demorest Elementary School,Habersham County,13137,30535,Demorest,16,498,1,328,7,124,20,2
1302220,DENMARK HIGH SCHOOL,GEORGIA,NA,NA,NA,NA,NA,NA,NA,NA,130222000000,NA,NA,12th Grade,9th Grade,Denmark High School,Forsyth County,13117,30004,Alpharetta,42,1335,0,591,106,266,325,5
1300025,DEPARTMENT OF CORRECTIONS,Georgia,32-Town: Distant,NA,NA,NA,NA,NA,NA,NA,130003000000,NA,No,12th Grade,2nd Grade,Department of Corrections,Monroe County,13207,31029,Forsyth,0,24,0,4,20,0,0,0
1300027,DEPARTMENT OF HUMAN RESOURCES,Georgia,11-City: Large,NA,NA,NA,NA,NA,NA,NA,130003000000,NA,No,12th Grade,Prekindergarten,Department of Human Resources,Fulton County,13121,30303,Atlanta,.,.,.,.,.,.,.,.
1301020,DERENNE MIDDLE SCHOOL,Georgia,12-City: Mid-size,651,509,413,20,529,651,NA,130102000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,DeRenne Middle School,Chatham County,13051,31405,Savannah,4,664,0,12,637,10,1,0
1302220,DESANA MIDDLE SCHOOL,GEORGIA,21-Suburb: Large,857,185,80,30,215,857,NA,130222000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,DeSana Middle School,Forsyth County,13117,30004,Alpharetta,28,924,0,318,93,235,245,5
1301740,DESTINY ACHIEVERS ACADEMY OF EXCELLENCE,Georgia,21-Suburb: Large,221,131,118,0,131,NA,221,130174000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301290,DEVEREUX ACKERMAN ACADEMY,Georgia,21-Suburb: Large,77,74,4,0,74,20,57,130129000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,11th Grade,5th Grade,Devereux Ackerman Academy,Cobb County,13067,30152,Kennesaw,1,83,0,26,52,4,0,0
1303390,DEWAR ELEMENTARY,Georgia,13-City: Small,745,279,143,85,364,571,NA,130339000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Dewar Elementary,Lowndes County,13185,31605,Valdosta,54,766,1,369,256,69,16,1
1304380,DIAMOND LAKES ELEMENTARY SCHOOL,Georgia,12-City: Mid-size,573,552,336,0,552,451,NA,130438000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Diamond Lakes Elementary School,Richmond County,13245,30815,Hephzibah,25,517,3,38,408,39,3,1
1301290,DICKERSON MIDDLE SCHOOL,Georgia,21-Suburb: Large,1294,45,15,13,58,1294,NA,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Dickerson Middle School,Cobb County,13067,30068,Marietta,50,1303,1,864,63,82,241,2
1303870,DIMON ELEMENTARY,Georgia,12-City: Mid-size,496,468,310,0,468,430,NA,130387000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Kindergarten,Dimon Elementary,Muscogee County,13215,31907,Columbus,34,458,2,10,386,23,2,1
1302550,DISCOVERY HIGH SCHOOL,GEORGIA,21-Suburb: Large,2694,1686,747,327,2013,NA,2694,130255000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Discovery High School,Gwinnett County,13135,30046,Lawrenceville,74,2749,1,165,995,1235,276,3
1300120,DOBBS ELEMENTARY SCHOOL,Georgia,11-City: Large,482,482,194,0,482,389,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Dobbs Elementary School,Fulton County,13121,30315,Atlanta,2,460,1,4,435,18,0,0
1301770,DODGE COUNTY HIGH SCHOOL,Georgia,32-Town: Distant,864,591,267,39,630,NA,864,130177000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Dodge County High School,Dodge County,13091,31023,Eastman,29,856,0,492,300,33,1,1
1301770,DODGE COUNTY MIDDLE SCHOOL,Georgia,32-Town: Distant,687,416,237,44,460,687,NA,130177000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Dodge County Middle School,Dodge County,13091,31023,Eastman,26,679,2,393,216,37,3,2
1301290,DODGEN MIDDLE SCHOOL,Georgia,21-Suburb: Large,1244,47,15,25,72,1244,NA,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Dodgen Middle School,Cobb County,13067,30062,Marietta,45,1253,1,789,68,73,277,0
1301380,DOERUN ELEMENTARY SCHOOL,Georgia,42-Rural: Distant,353,335,168,0,335,265,NA,130138000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Doerun Elementary School,Colquitt County,13071,31744,Doerun,12,339,0,165,101,57,4,0
1302280,DOLVIN ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,842,76,24,20,96,725,NA,130228000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Dolvin Elementary School,Fulton County,13121,30022,Alpharetta,42,806,0,387,82,68,227,0
1301800,DOOLY COUNTY ELEMENTARY SCHOOL,Georgia,42-Rural: Distant,662,433,425,0,433,485,NA,130180000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Dooly County Elementary School,Dooly County,13093,31070,Pinehurst,19,631,0,53,441,114,4,0
1301800,DOOLY COUNTY HIGH SCHOOL,Georgia,32-Town: Distant,340,189,189,0,189,NA,340,130180000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Dooly County High School,Dooly County,13093,31092,Vienna,3,329,0,23,258,43,1,1
1301800,DOOLY COUNTY MIDDLE SCHOOL,Georgia,42-Rural: Distant,266,155,155,0,155,266,NA,130180000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,Dooly County Middle School,Dooly County,13093,31070,Pinehurst,5,265,0,19,188,50,2,1
1301800,DOOLY COUNTY PREP ACADEMY,GEORGIA,32-Town: Distant,6,NA,NA,NA,NA,2,4,130180000000,6-Not a Title I school,Yes under Community Eligibility Option (CEO),12th Grade,7th Grade,Dooly County Prep Academy,Dooly County,13093,31092,Vienna,0,8,0,1,6,1,0,0
1304380,DOROTHY HAINS ELEMENTARY SCHOOL,Georgia,12-City: Mid-size,608,586,449,0,586,473,NA,130438000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Dorothy Hains Elementary School,Richmond County,13245,30906,Augusta,16,605,1,62,503,22,0,1
1303870,DOROTHY HEIGHT ELEMENTARY SCHOOL,GEORGIA,12-City: Mid-size,712,672,585,0,672,579,NA,130387000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Dorothy Height Elementary School,Muscogee County,13215,31903,Columbus,14,498,0,17,444,22,1,0
1301860,DORSETT SHOALS ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,453,285,151,35,320,386,NA,130186000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Dorsett Shoals Elementary School,Douglas County,13097,30135,Douglasville,37,461,1,187,141,92,1,2
1303870,DOUBLE CHURCHES ELEMENTARY SCHOOL,Georgia,12-City: Mid-size,572,204,93,40,244,336,NA,130387000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Double Churches Elementary School,Muscogee County,13215,31904,Columbus,47,644,4,348,162,55,25,3
1303870,DOUBLE CHURCHES MIDDLE SCHOOL,Georgia,12-City: Mid-size,451,426,209,0,426,451,NA,130387000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,Double Churches Middle School,Muscogee County,13215,31904,Columbus,38,545,1,196,265,30,12,3
1301830,DOUGHERTY COMPREHENSIVE HIGH SCHOOL,Georgia,13-City: Small,1226,NA,519,NA,NA,NA,1226,130183000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Dougherty Comprehensive High School,Dougherty County,13095,31705,Albany,14,1139,1,30,1032,42,0,20
1301830,DOUGHERTY COUNTY DROP BACK IN ACADEMY,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,130183000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301860,DOUGLAS COUNTY HIGH SCHOOL,Georgia,21-Suburb: Large,1959,1073,596,153,1226,NA,1959,130186000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Douglas County High School,Douglas County,13097,30134,Douglasville,67,1946,4,266,1302,257,44,6
1300120,DOUGLASS HIGH SCHOOL,Georgia,11-City: Large,929,929,480,0,929,NA,929,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Douglass High School,Fulton County,13121,30318,Atlanta,6,968,0,2,930,30,0,0
1303960,DOVE CREEK ELEMENTARY SCHOOL,GEORGIA,NA,NA,NA,NA,NA,NA,NA,NA,130396000000,NA,NA,5th Grade,Kindergarten,Dove Creek Elementary School,Oconee County,13219,30666,Statham,17,555,0,447,30,28,33,0
1301290,DOWELL ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,964,523,194,105,628,818,NA,130129000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Dowell Elementary School,Cobb County,13067,30064,Marietta,45,984,0,139,391,377,32,0
1303870,DOWNTOWN ELEMENTARY MAGNET ACADEMY,Georgia,12-City: Mid-size,302,285,234,0,285,262,NA,130387000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Kindergarten,Downtown Elementary Magnet Academy,Muscogee County,13215,31901,Columbus,13,321,0,16,267,24,1,0
1300570,DR. GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,742,197,84,71,268,742,NA,130057000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,4th Grade,Dr. George Washington Carver Elementary School,Bryan County,13029,31324,Richmond Hill,40,772,3,465,152,84,28,0
1301740,DRESDEN ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,978,855,444,17,872,807,NA,130174000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Dresden Elementary School,DeKalb County,13089,30341,Chamblee,1,971,0,3,11,927,23,6
1301740,DRUID HILLS HIGH SCHOOL,Georgia,21-Suburb: Large,1312,567,284,55,622,NA,1312,130174000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Druid Hills High School,DeKalb County,13089,30307,Atlanta,53,1325,0,369,549,182,171,1
1301740,DRUID HILLS MIDDLE SCHOOL,Georgia,21-Suburb: Large,929,475,257,40,515,929,NA,130174000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Druid Hills Middle School,DeKalb County,13089,30033,Decatur,20,987,4,233,450,154,124,2
1301870,DUBLIN HIGH SCHOOL,Georgia,33-Town: Remote,616,616,290,0,616,NA,616,130187000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Dublin High School,Laurens County,13175,31021,Dublin,16,589,0,24,536,6,7,0
1301870,DUBLIN MIDDLE SCHOOL,Georgia,33-Town: Remote,611,611,312,0,611,611,NA,130187000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,5th Grade,Dublin Middle School,Laurens County,13175,31021,Dublin,17,626,0,12,583,12,2,0
1300237,DUBOIS INTEGRITY ACADEMY,GEORGIA,21-Suburb: Large,696,.,325,.,3,564,NA,130024000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Kindergarten,Dubois Integrity Academy,Clayton County,13063,30274,Riverdale,1,771,2,1,753,7,7,0
1301290,DUE WEST ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,609,51,23,22,73,511,NA,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Due West Elementary School,Cobb County,13067,30064,Marietta,36,562,0,421,42,42,20,1
1305700,DUG GAP ELEMENTARY SCHOOL,Georgia,23-Suburb: Small,426,267,30,62,329,349,NA,130570000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Dug Gap Elementary School,Whitfield County,13313,30720,Dalton,4,393,0,129,1,252,6,1
1302550,DULUTH HIGH SCHOOL,Georgia,21-Suburb: Large,2760,1272,544,286,1558,NA,2760,130255000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Duluth High School,Gwinnett County,13135,30096,Duluth,102,2755,2,411,798,1034,406,2
1302550,DULUTH MIDDLE SCHOOL,Georgia,21-Suburb: Large,1440,873,414,150,1023,1440,NA,130255000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Duluth Middle School,Gwinnett County,13135,30096,Duluth,42,1472,1,170,363,694,198,4
1301740,DUNAIRE ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,712,604,394,17,621,558,NA,130174000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Dunaire Elementary School,DeKalb County,13089,30083,Stone Mountain,11,507,0,33,345,17,98,3
1300120,DUNBAR ELEMENTARY SCHOOL,Georgia,11-City: Large,381,381,188,0,381,324,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Kindergarten,Dunbar Elementary School,Fulton County,13121,30312,Atlanta,4,380,0,2,362,11,0,1
1302550,DUNCAN CREEK ELEMENTARY,Georgia,21-Suburb: Large,1282,256,129,45,301,1087,NA,130255000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Duncan Creek Elementary,Gwinnett County,13135,30548,Hoschton,71,1355,5,793,231,163,88,4
1303510,DUNLEITH ELEMENTARY SCHOOL,Georgia,13-City: Small,626,417,3,78,495,524,NA,130351000000,5-Title I schoolwide school,Yes under Provision 2,5th Grade,Kindergarten,Dunleith Elementary School,Cobb County,13067,30008,Marietta,12,580,1,18,328,218,3,0
1301740,DUNWOODY ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,1090,84,44,20,104,863,NA,130174000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Dunwoody Elementary School,DeKalb County,13089,30338,Dunwoody,46,1174,1,410,171,105,438,3
1301740,DUNWOODY HIGH SCHOOL,Georgia,21-Suburb: Large,1993,469,203,47,516,NA,1993,130174000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Dunwoody High School,DeKalb County,13089,30338,Dunwoody,52,2107,2,985,306,625,133,4
1302280,DUNWOODY SPRINGS ELEMENTARY SCHOOL,Georgia,12-City: Mid-size,581,320,122,47,367,438,NA,130228000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Dunwoody Springs Elementary School,Fulton County,13121,30350,Atlanta,45,575,0,72,283,166,7,2
1301290,DURHAM MIDDLE SCHOOL,Georgia,41-Rural: Fringe,1022,79,28,30,109,1022,NA,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Durham Middle School,Cobb County,13067,30101,Acworth,35,1092,0,789,140,86,40,2
1302820,DUTCHTOWN ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,758,293,186,50,343,633,NA,130282000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Dutchtown Elementary School,Henry County,13151,30228,Hampton,46,787,2,54,564,64,55,2
1302820,DUTCHTOWN HIGH,Georgia,21-Suburb: Large,1596,606,355,113,719,NA,1596,130282000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Dutchtown High,Henry County,13151,30228,Hampton,62,1659,0,87,1257,113,139,1
1302820,DUTCHTOWN MIDDLE SCHOOL,Georgia,21-Suburb: Large,1161,506,303,103,609,1161,NA,130282000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Dutchtown Middle School,Henry County,13151,30228,Hampton,48,1173,1,53,879,103,89,0
1302550,DYER ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,888,313,123,85,398,734,NA,130255000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Dyer Elementary School,Gwinnett County,13135,30019,Dacula,46,870,1,292,277,188,64,2
1302280,E. C. WEST ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,804,512,245,77,589,653,NA,130228000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,E. C. West Elementary School,Fulton County,13121,30213,Fairburn,23,829,0,6,698,94,4,4
1301110,E. T. BOOTH MIDDLE SCHOOL,Georgia,21-Suburb: Large,1793,497,225,72,569,1793,NA,130111000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,E. T. Booth Middle School,Cherokee County,13057,30189,Woodstock,94,1822,0,1120,181,385,42,0
1303870,EAGLE RIDGE ACADEMY,Georgia,12-City: Mid-size,749,302,172,69,371,542,NA,130387000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Eagle Ridge Academy,Muscogee County,13215,31909,Columbus,48,701,0,293,226,81,52,1
1300210,EAGLE RIDGE ELEMENTARY SCHOOL,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,130021000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302880,EAGLE SPRINGS ELEMENTARY,Georgia,13-City: Small,825,390,222,87,477,664,NA,130288000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Eagle Springs Elementary,Houston County,13153,31008,Byron,51,772,0,313,272,94,40,2
1302820,EAGLE'S LANDING HIGH SCHOOL,Georgia,21-Suburb: Large,1471,565,402,112,677,NA,1471,130282000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Eagle's Landing High School,Henry County,13151,30253,Mcdonough,62,1438,1,106,1060,143,62,4
