,SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
24799,2017-2018,13,GEORGIA,GA,Kemp Elementary School,Cobb County,1,,GA-633,1301290,GA-633-0203,130129000000.0,1302527,865 Corner Rd,,,Powder Springs,GA,30127,,865 Corner Rd,,,Powder Springs,GA,30127,,(678)594-8158,http://www.cobbk12.org/Kemp/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24800,2017-2018,13,GEORGIA,GA,Bullard Elementary School,Cobb County,1,,GA-633,1301290,GA-633-0104,130129000000.0,1302840,3656 Old Stilesboro Rd NW,,,Kennesaw,GA,30152,,3656 Old Stilesboro Rd NW,,,Kennesaw,GA,30152,,(678)594-8720,http://www.cobbk12.org/Bullard/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24801,2017-2018,13,GEORGIA,GA,Pitner Elementary School,Cobb County,1,,GA-633,1301290,GA-633-0204,130129000000.0,1302841,4575 Wade Green Rd NW,,,Acworth,GA,30102,,4575 Wade Green Rd NW,,,Acworth,GA,30102,,(678)594-8320,http://www.cobbk12.org/Pitner/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24802,2017-2018,13,GEORGIA,GA,Kennesaw Charter School,Cobb County,1,,GA-633,1301290,GA-633-0304,130129000000.0,1302842,3010 Cobb Pkwy NW,,,Kennesaw,GA,30152,,3010 Cobb Pkwy NW,,,Kennesaw,GA,30152,,(678)290-9628,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,Yes,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
24803,2017-2018,13,GEORGIA,GA,McCall Primary School,Cobb County,1,,GA-633,1301290,GA-633-0107,130129000000.0,1303528,1 Youth Estate Drive,Highway 99,,Acworth,GA,30101,,1 Youth Estate Dr,,,Acworth,GA,30101,,(770)975-6775,http://www.cobbk12.org/McCallPrimary/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,1,Elementary,As reported
24804,2017-2018,13,GEORGIA,GA,Austell Elementary School,Cobb County,1,,GA-633,1301290,GA-633-0207,130129000000.0,1303529,5600 Mulberry St,,,Austell,GA,30106,,5600 Mulberry St,,,Austell,GA,30106,,(770)819-5804,http://www.cobbk12.org/Austell/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24805,2017-2018,13,GEORGIA,GA,Riverside Primary School,Cobb County,1,,GA-633,1301290,GA-633-0307,130129000000.0,1303530,461 S Gordon Rd SW,,,Mableton,GA,30126,,461 S Gordon Rd SW,,,Mableton,GA,30126,,(770)819-5851,http://riversideprimary.typepad.com/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,1,Elementary,As reported
24806,2017-2018,13,GEORGIA,GA,Barber Middle School,Cobb County,1,,GA-633,1301290,GA-633-0407,130129000000.0,1303531,4222 Cantrell Rd NW,,,Acworth,GA,30101,,4222 Cantrell Rd NW,,,Acworth,GA,30101,,(770)975-6764,http://www.cobbk12.org/Barber/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24807,2017-2018,13,GEORGIA,GA,Z - International Academy of Smyrna,Cobb County,1,,GA-633,1301290,GA-633-0110,130129000000.0,1303580,2144 S Cobb Dr SE,,,Smyrna,GA,30080,,2144 S Cobb Dr SE,,,Smyrna,GA,30080,,(678)370-0980,,2,Closed,2,Closed,3/14/2018,Regular School,1,No,No,Yes,,,,,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not Reported,As reported
24808,2017-2018,13,GEORGIA,GA,Lovinggood Middle School,Cobb County,1,,GA-633,1301290,GA-633-0607,130129000000.0,1303622,3825 Luther Ward Rd,,,Powder Springs,GA,30127,,3825 Luther Ward Rd,,,Powder Springs,GA,30127,,(678)331-3015,http://www.cobbk12.org/Lovinggood/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24809,2017-2018,13,GEORGIA,GA,McClure Middle School,Cobb County,1,,GA-633,1301290,GA-633-0507,130129000000.0,1303632,3660 Old Stilesboro Rd NW,,,Kennesaw,GA,30152,,3660 Old Stilesboro Rd NW,,,Kennesaw,GA,30152,,(678)331-8131,http://www.cobbk12.org/McClure/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24810,2017-2018,13,GEORGIA,GA,Hillgrove High School,Cobb County,1,,GA-633,1301290,GA-633-0707,130129000000.0,1303649,4165 Luther Ward Rd,,,Powder Springs,GA,30127,,4165 Luther Ward Rd,,,Powder Springs,GA,30127,,(678)331-3961,http://www.cobbk12.org/Hillgrove/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
24811,2017-2018,13,GEORGIA,GA,Devereux Ackerman Academy,Cobb County,1,,GA-633,1301290,GA-633-0807,130129000000.0,1303679,1291 Stanley Rd NW,,,Kennesaw,GA,30152,,1291 Stanley Rd NW,,,Kennesaw,GA,30152,,(770)427-0147,,1,Open,1,Open,3/14/2018,Special Education School,2,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,5,11,Middle,As reported
24812,2017-2018,13,GEORGIA,GA,Pickett's Mill Elementary,Cobb County,1,,GA-633,1301290,GA-633-0109,130129000000.0,1303732,6400 Old Stilesboro Rd NW,,,Acworth,GA,30101,,6400 Old Stilesboro Rd NW,,,Acworth,GA,30101,,(770)975-7172,http://www.cobbk12.org/pickettsmill/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24813,2017-2018,13,GEORGIA,GA,Allatoona High School,Cobb County,1,,GA-633,1301290,GA-633-0209,130129000000.0,1303781,3300 Dallas Acworth Hwy NW,,,Acworth,GA,30101,,3300 Dallas Acworth Hwy NW,,,Acworth,GA,30101,,(770)975-6503,http://www.cobbk12.org/Allatoona/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
24814,2017-2018,13,GEORGIA,GA,Lindley 6th Grade Academy,Cobb County,1,,GA-633,1301290,GA-633-0309,130129000000.0,1303795,1550 Pebblebrook Cir SE,,,Mableton,GA,30126,,1550 Pebblebrook Cir SE,,,Mableton,GA,30126,,(770)819-2414,http://www.cobbk12.org/Lindley6/index.aspx,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,6,6,Middle,As reported
24815,2017-2018,13,GEORGIA,GA,Smyrna Elementary School,Cobb County,1,,GA-633,1301290,GA-633-0214,130129000000.0,1304134,1099 Fleming St SE,,,Smyrna,GA,30080,,1099 Fleming St SE,,,Smyrna,GA,30080,,(678)842-6741,http://www.cobbk12.org/Smyrna/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24816,2017-2018,13,GEORGIA,GA,Broxton-Mary Hayes Elementary,Coffee County,1,,GA-634,1301350,GA-634-0191,130135000000.0,1300576,102 Little Ave W,,,Broxton,GA,31519,,102 Little Ave W,,,Broxton,GA,31519,,(912)359-2391,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,6,Elementary,As reported
24817,2017-2018,13,GEORGIA,GA,Nicholls Elementary School,Coffee County,1,,GA-634,1301350,GA-634-0291,130135000000.0,1300577,P.O. Box 368,,,Nicholls,GA,31554,,704 van Streat Hwy,,,Nicholls,GA,31554,,(912)345-2429,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24818,2017-2018,13,GEORGIA,GA,Ambrose Elementary School,Coffee County,1,,GA-634,1301350,GA-634-0102,130135000000.0,1300578,3753 Vickers Xing,,,Ambrose,GA,31512,,3753 Vickers Xing,,,Ambrose,GA,31512,,(912)359-5500,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24819,2017-2018,13,GEORGIA,GA,Westside Elementary School,Coffee County,1,,GA-634,1301350,GA-634-5050,130135000000.0,1300579,311 Westside Dr,,,Douglas,GA,31533,,311 Westside Dr,,,Douglas,GA,31533,,(912)384-5506,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24820,2017-2018,13,GEORGIA,GA,Coffee County High School,Coffee County,1,,GA-634,1301350,GA-634-0195,130135000000.0,1300581,159 Trojan Way,,,Douglas,GA,31533,,159 Trojan Way,,,Douglas,GA,31533,,(912)384-2094,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
24821,2017-2018,13,GEORGIA,GA,West Green Elementary School,Coffee County,1,,GA-634,1301350,GA-634-3052,130135000000.0,1300582,106 School Circle Rd,,,West Green,GA,31567,,106 School Circle Rd,,,West Green,GA,31567,,(912)384-2032,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24822,2017-2018,13,GEORGIA,GA,Eastside Elementary School,Coffee County,1,,GA-634,1301350,GA-634-0282,130135000000.0,1301883,603 McDonald Ave N,,,Douglas,GA,31533,,603 McDonald Ave N,,,Douglas,GA,31533,,(912)384-3187,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24823,2017-2018,13,GEORGIA,GA,Satilla Elementary School,Coffee County,1,,GA-634,1301350,GA-634-0182,130135000000.0,1301884,5325 Old Axson Rd,,,Douglas,GA,31535,,5325 Old Axson Rd,,,Douglas,GA,31535,,(912)384-2602,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24824,2017-2018,13,GEORGIA,GA,Indian Creek Elementary,Coffee County,1,,GA-634,1301350,GA-634-0100,130135000000.0,1302306,2033 Ga Highway 158 W,,,Douglas,GA,31535,,2033 Ga Highway 158 W,,,Douglas,GA,31535,,(912)393-1300,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24825,2017-2018,13,GEORGIA,GA,Coffee Middle School,Coffee County,1,,GA-634,1301350,GA-634-0108,130135000000.0,1303321,901 Connector 206 N,,,Douglas,GA,31533,,901 Connector 206 N,,,Douglas,GA,31533,,(912)720-1011,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24826,2017-2018,13,GEORGIA,GA,George Washington Carver Freshman Campus,Coffee County,1,,GA-634,1301350,GA-634-0308,130135000000.0,1303323,1020 Gaskin Ave S,,,Douglas,GA,31533,,1020 Gaskin Ave S,,,Douglas,GA,31533,,(912)384-1342,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,9,9,Secondary,As reported
24827,2017-2018,13,GEORGIA,GA,Wiregrass Regional College and Career Academy,Coffee County,1,,GA-634,1301350,GA-634-0114,130135000000.0,1304131,706 West Baker Highway,,,Douglas,GA,31533,,706 West Baker Highway,,,Douglas,GA,31533,,(912)384-2086,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
24828,2017-2018,13,GEORGIA,GA,Norman Park Elementary School,Colquitt County,1,,GA-635,1301380,GA-635-0278,130138000000.0,1300584,249 Weeks Ave,,,Norman Park,GA,31771,,249 Weeks Ave,,,Norman Park,GA,31771,,(229)769-3612,http://ccweb.colquitt.k12.ga.us/norman/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24829,2017-2018,13,GEORGIA,GA,Doerun Elementary School,Colquitt County,1,,GA-635,1301380,GA-635-0178,130138000000.0,1300585,111 Mathis Ave,,,Doerun,GA,31744,,111 Mathis Ave,,,Doerun,GA,31744,,(229)782-5276,http://ccweb.colquitt.k12.ga.us/doerun/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24830,2017-2018,13,GEORGIA,GA,Okapilco Elementary School,Colquitt County,1,,GA-635,1301380,GA-635-3054,130138000000.0,1300586,3300 Ga Highway 33 N,,,Moultrie,GA,31768,,3300 Ga Highway 33 N,,,Moultrie,GA,31768,,(229)890-6191,http://ccweb.colquitt.k12.ga.us/okapelem/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24831,2017-2018,13,GEORGIA,GA,Wright Elementary School,Colquitt County,1,,GA-635,1301380,GA-635-2056,130138000000.0,1300587,1812 2nd St SE,,,Moultrie,GA,31768,,1812 2nd St SE,,,Moultrie,GA,31768,,(229)890-6186,http://colquitt.k12.ga.us/wright/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24832,2017-2018,13,GEORGIA,GA,CA Gray Junior High School,Colquitt County,1,,GA-635,1301380,GA-635-3052,130138000000.0,1300588,812 11th Ave NW,,,Moultrie,GA,31768,,812 11th Ave NW,,,Moultrie,GA,31768,,(229)890-6189,http://colquitt.k12.ga.us/gray/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,8,9,Secondary,As reported
24833,2017-2018,13,GEORGIA,GA,Stringfellow Elementary School,Colquitt County,1,,GA-635,1301380,GA-635-3050,130138000000.0,1300589,200 5th Ave SW,,,Moultrie,GA,31768,,200 5th Ave SW,,,Moultrie,GA,31768,,(229)890-6187,http://ccweb.colquitt.k12.ga.us/stringfellow/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24834,2017-2018,13,GEORGIA,GA,Funston Elementary School,Colquitt County,1,,GA-635,1301380,GA-635-2052,130138000000.0,1300590,P.O. Box 40,,,Funston,GA,31753,,137 North Academy Street,,,Funston,GA,31753,,(229)941-2626,http://ccweb.colquitt.k12.ga.us/funston/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24835,2017-2018,13,GEORGIA,GA,Colquitt County High School,Colquitt County,1,,GA-635,1301380,GA-635-1554,130138000000.0,1300591,105 Darbyshire Road,,,Norman Park,GA,31771,,105 Darbyshire Road,,,Norman Park,GA,31771,,(229)890-6141,http://colquitt.k12.ga.us/cchs/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,10,12,High,As reported
24836,2017-2018,13,GEORGIA,GA,Sunset Elementary School,Colquitt County,1,,GA-635,1301380,GA-635-5054,130138000000.0,1300594,698 US Highway 319 S,,,Moultrie,GA,31768,,698 US Highway 319 S,,,Moultrie,GA,31768,,(229)890-6184,http://colquitt.k12.ga.us/sunset/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24837,2017-2018,13,GEORGIA,GA,Willie J. Williams Middle School,Colquitt County,1,,GA-635,1301380,GA-635-0111,130138000000.0,1300595,950 4th St SW,,,Moultrie,GA,31768,,950 4th St SW,,,Moultrie,GA,31768,,(229)890-6183,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,6,7,Middle,As reported
24838,2017-2018,13,GEORGIA,GA,Hamilton Elementary School,Colquitt County,1,,GA-635,1301380,GA-635-4052,130138000000.0,1300597,5110 Ga Highway 111,,,Hartsfield,GA,31756,,5110 Ga Highway 111,,,Hartsfield,GA,31756,,(229)941-5594,http://ccweb.colquitt.k12.ga.us/hamilton/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24839,2017-2018,13,GEORGIA,GA,Cox Elementary School,Colquitt County,1,,GA-635,1301380,GA-635-4050,130138000000.0,1300598,1275 11th Ave SE,,,Moultrie,GA,31768,,1275 11th Ave SE,,,Moultrie,GA,31768,,(229)890-6190,http://colquitt.k12.ga.us/cox/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24840,2017-2018,13,GEORGIA,GA,Odom Elementary School,Colquitt County,1,,GA-635,1301380,GA-635-0187,130138000000.0,1301975,2902 Sardis Church Rd,,,Moultrie,GA,31788,,2902 Sardis Church Rd,,,Moultrie,GA,31788,,(229)324-3313,http://ccweb.colquitt.k12.ga.us/odom/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24841,2017-2018,13,GEORGIA,GA,Colquitt County Achievement Center,Colquitt County,1,,GA-635,1301380,GA-635-0112,130138000000.0,1304052,1800 Park Ave SE,,,Moultrie,GA,31768,,1800 Park Ave SE,,,Moultrie,GA,31768,,(229)890-6197,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,8,12,High,As reported
24842,2017-2018,13,GEORGIA,GA,Riverside Middle School,Columbia County,1,,GA-636,1301410,GA-636-0193,130141000000.0,1300126,1095 Furys Ferry Rd,,,Evans,GA,30809,,1095 Furys Ferry Rd,,,Evans,GA,30809,,(706)868-3712,http://www.ccboe.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24843,2017-2018,13,GEORGIA,GA,Riverside Elementary School,Columbia County,1,,GA-636,1301410,GA-636-0194,130141000000.0,1300248,4431 Hardy McManus Rd,,,Evans,GA,30809,,4431 Hardy McManus Rd,,,Evans,GA,30809,,(706)868-3736,http://www.ccboe.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24844,2017-2018,13,GEORGIA,GA,Westmont Elementary School,Columbia County,1,,GA-636,1301410,GA-636-0173,130141000000.0,1300599,4558 Oakley Pirkle Rd,,,Martinez,GA,30907,,4558 Oakley Pirkle Rd,,,Martinez,GA,30907,,(706)863-0992,http://www.ccboe.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24845,2017-2018,13,GEORGIA,GA,Evans Middle School,Columbia County,1,,GA-636,1301410,GA-636-0107,130141000000.0,1300601,4785 Hereford Farm Rd,,,Evans,GA,30809,,4785 Hereford Farm Rd,,,Evans,GA,30809,,(706)868-3689,http://www.ccboe.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24846,2017-2018,13,GEORGIA,GA,North Harlem Elementary School,Columbia County,1,,GA-636,1301410,GA-636-4052,130141000000.0,1300602,P.O. Box 670,,,Harlem,GA,30814,,525 Fairview Dr,,,Harlem,GA,30814,,(706)556-5995,http://www.ccboe.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24847,2017-2018,13,GEORGIA,GA,Evans High School,Columbia County,1,,GA-636,1301410,GA-636-4050,130141000000.0,1300603,4550 Cox Rd,,,Evans,GA,30809,,4550 Cox Rd,,,Evans,GA,30809,,(706)863-1198,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
24848,2017-2018,13,GEORGIA,GA,North Columbia Elementary School,Columbia County,1,,GA-636,1301410,GA-636-3052,130141000000.0,1300604,2874 Ray Owens Rd,,,Appling,GA,30802,,2874 Ray Owens Rd,,,Appling,GA,30802,,(706)541-1158,http://www.ccboe.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24849,2017-2018,13,GEORGIA,GA,Martinez Elementary School,Columbia County,1,,GA-636,1301410,GA-636-2052,130141000000.0,1300606,213 Flowing Wells Rd,,,Martinez,GA,30907,,213 Flowing Wells Rd,,,Martinez,GA,30907,,(706)863-8308,http://www.ccboe.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24850,2017-2018,13,GEORGIA,GA,Columbia Middle School,Columbia County,1,,GA-636,1301410,GA-636-2050,130141000000.0,1300607,2013 Raider Way,,,Grovetown,GA,30813,,2013 Raider Way,,,Grovetown,GA,30813,,(706)541-1252,http://www.ccboe.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24851,2017-2018,13,GEORGIA,GA,South Columbia Elementary School,Columbia County,1,,GA-636,1301410,GA-636-5052,130141000000.0,1300610,325 McCormick Rd,,,Martinez,GA,30907,,325 McCormick Rd,,,Martinez,GA,30907,,(706)863-3220,http://www.ccboe.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24852,2017-2018,13,GEORGIA,GA,Grovetown Elementary School,Columbia County,1,,GA-636,1301410,GA-636-5050,130141000000.0,1300611,300 Ford Ave,,,Grovetown,GA,30813,,300 Ford Ave,,,Grovetown,GA,30813,,(706)863-0800,http://www.ccboe.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24853,2017-2018,13,GEORGIA,GA,Greenbrier High School,Columbia County,1,,GA-636,1301410,GA-636-0197,130141000000.0,1301501,5114 Riverwood Pkwy,,,Evans,GA,30809,,5114 Riverwood Pkwy,,,Evans,GA,30809,,(706)650-6040,http://www.ccboe.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
24854,2017-2018,13,GEORGIA,GA,Greenbrier Elementary School,Columbia County,1,,GA-636,1301410,GA-636-0297,130141000000.0,1301502,5116 Riverwood Pkwy,,,Evans,GA,30809,,5116 Riverwood Pkwy,,,Evans,GA,30809,,(706)650-6060,http://www.ccboe.net,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
